form	sentence_1	sentence_2	label
patricier	Denne ægte britiske patricier er også kendt for sin personlige charme og sans for humor	Kun patricierne kunne vælges til de øverste poster i samfundet og nægtede andre retten dertil	0
patron	De vandrede til Rom, hvor de som klienter blev afhængige af de rige patroner	Rige kvinder kunne på linie med mænd optræde som patroner for kirken	0
patron	Fugemasserne fås i patroner med spids og er klar til brug	Langsomt fumlede han patroner frem, og ladede revolveren	0
patte	Hun lænede sig ind over vores bord, så hendes patter skød frem mod os	Da hvalpene har pattet færdig, slikker moren dem bagi for at få dem til at tisse	0
patte	Hans fingre klemmer patterne på det store yver og trækker mælkestråler ned i en kasserolle	Når hvalpen er blevet mæt og slipper patten, bliver den omgående puslet af sin mor	1
pattebarn	Sig mig hvor lang tid har du tænkt dig at være et pattebarn, bare en enkelt øl dør du nok ikke af	han fik hende til at klynke. Det lyder ligesom når et pattebarn græder	0
pause	I pausen mellem matematik og musik kørte jeg hjem og hentede min bas	han ville ønske han kunne forlade bilen, stige ud af bilen og tage en pause fra livets strøm	1
pausesignal	radioens pausesignal er Danmarks ældste folkemelodi	da pausesignalet lød, viste lystavlen 18-13 til Rumænien	0
pauver	Tage hedder han, kommer fra et pauvert vestjysk miljø, men har evner til andet end skovl og bør	roligan-bevægelsen er ved at sygne hen i skyggen af fodboldlandsholdets pauvre resultater	0
pavillon	palæet er trukket lidt tilbage fra gaden og flankeret af to pavilloner	verdens største krukke står foran den danske pavillon på verdensudstillingen i Sevilla	0
pedal	da hun tog plads ved det store flygel, kunne hun lige nå pedalerne, hvis hun sad på kanten af klaverstolen	Vinden var strid, jeg stod op i pedalerne, mens regndråberne piskede ind i mit ansigt	0
pege	De halvautomatiske geværer hang over højre skulder. Næserne pegede ligeud	Pas på. Du er lige ved at træde i noget flødeskum, sagde han og pegede med sin ske ned på gulvtæppet	0
pen	Novo-Nordisk fusionen medfører, at forskningsindsatsen i nye insulintyper og penne forstærkes	Har De et stykke papir og en pen, så skriver jeg lige et ord til min kone	0
pendle	det tvangsmæssige gør ham til en fascistisk figur, som pendler mellem sadisme og masochisme	publikum pendlede frem og tilbage mellem salen og solskinnet på terrassen	0
penge	han var nærig og kunne kun bruge penge på sig selv	Ingen bliver forfatter for pengenes skyld, fortsatte Finn Søeborg, det er en af de mest besværlige måder at tjene penge på.	1
pengekasse	den lille pengekasse var brudt op, og på metalbakken til småpenge fandt politiets teknikere et aftryk fra en tommelfinger	Kommunerne har skærpet jagten på sociale bedragere og skovler millioner af kroner hjem i pengekasserne	0
pension	Udbudet af pensioner og Youth Hostels er storartet, men man slipper sjældent under 30 DM pr. person	hvis de tager hans pension, kan hun ikke klare sig	0
performance	Det er det produkt, vi har ventet på i mange år. Scriptservers løsning har den rette performance til en meget lav pris	Madonnas fest var programsat til kl. 20.00, men først kl. 23.00 dukkede hun op. Med vanlig sans for timing og performance -- i sit pikante ny look	0
pergament	den ærværdige biskop i Hamburg var en hund efter gamle pergamenter	kun hedengangne botanikeres optegnelser på gulnet pergament kan forklare, hvordan slægten : kodriver er kommet hertil	0
periode	I perioden 1986-89 hed syngemesteren på nationalscenen Steen Lindholm	Røverierne er foregået over en periode på ti måneder	1
perle	Der ligger perlen, skinnende i sin matte silkeglans. Perfekt, rund og kølig	Lad ikke småbørn lege med perler, knapper, små kugler eller andre små genstande	0
perlemor	En yndig cremefarvet chemise-natkjole fra Emmy .. Farven er perlemor	Han viste hende .. et skakspil med udskårne figurer og en æske til at have dem i indlagt med perlemor	0
persienne	Hun åbnede persiennerne en anelse, så hun kunne se gennem de smalle sprækker	Har du håndvask foran vinduet, er persienne en god idé til afskærmning. Den kan vippes, så du kan kigge ud, men ingen kan kigge ind	0
person	Vind en rejse for 2 personer	Kød er rationeret til 2,5 kg pr. person om måneden	1
personale	Dansk Flygtningehjælp søger personale til et asylcenter i Ribe. Jeg må hellere sende en ansøgning til kontorstillingen	vi er 11 personaler med respekt for hinandens forskelligheder og kunnen	0
personalegruppe	på en stor afdeling skal alt gå efter en snor, og hver personalegruppe har sit klart afgrænsede arbejdsområde	ordningen vil favorisere de højest lønnede i personalegruppen imod de lavest lønnede	0
personlighed	Alle vægge var f.eks. hvide -- og det skulle der laves om på. Nu har alle rum hver sin dejlige farve og personlighed	En meget vigtig del af Freuds arbejde bestod i at finde veje til de ubevidste lag i personligheden	0
perspektiv	I et historisk perspektiv må man imidlertid konkludere, at debatten er blevet fattigere i årenes løb	ens perspektiv på verden ændres med alderen	0
perspektiv	Hvilke perspektiver ser du i din forskning?	Det er et dystert perspektiv, der tegner sig i det næste årti, hvis der ikke tages initiativer nu	0
pible	Debatten pibler undertiden frem til overfladen i en åben polemik i pressen	Træthed og håbløshed fik tårerne til at pible frem i Mettes øjne	0
picnic	vi lå ovre i Fælledparken og havde picnic og drak vin og sådan noget	der opføres musicals og korkoncerter, afholdes rosenbedømmelser og klatrekonkurrencer, spises picnic, opstilles staffelier, kort sagt, der leves	0
pifte	et projektil fra en politipistol piftede ganske få centimeter fra hans hoved	Øjeblik, sagde Oskar og gurglede. Derpå greb han Maxes fars deodorant og piftede sig tre gange i munden	0
pifte	Et par tøser pifter efter Tom -- han ser godt ud, som han kommer kørende der	Han stillede sig .. op henne ved døren og piftede i sin fløjte for at få ro	1
pig	Varmluftkrøllejern med pigge, der holder på håret, mens den varme luft former krøllerne	Gruppen af kloakdyr består kun af tre medlemmer: Det forunderlige næbdyr .. samt to løjerlige arter myrepindsvin fyldt med strittende pigge	0
pige	Min pige forlod mig, og det tog temmelig hårdt på mig	Min lille pige, Sofie 6 år, sover inde hos mig, fordi hendes far er ude at rejse	0
pige	Tilsyneladende er det mest piger og unge kvinder, der dyrker de mandlige popidoler som en besættelse	Jeg tror, at Peter har en affære med en af pigerne på kontoret	0
pigeværelse	Lejligheden indeholdt 10 værelser samt pigeværelse, baderum og køkken med spisekammer	De søde små porcelænsheste vil være velkomne pynteting til pigeværelset	0
pikhoved	Med fingrene skubbede hun rytmisk forhuden frem og bed lidt i den, for så at trække den tilbage og suge på det blottede pikhoved	Ham skal du ikke ta dig af, han er bare et kæmpe pikhoved	0
pil	Der var pile og neonlys med ordet UDGANG	Det er især pil og poppel, der er egnet til styning	0
pilekvist	Børnene samler pilekviste, som skal bruges til fastelavnsris	Jeg havde set min far og bedstefar finde vand med pilekvisten	0
piletræ	Da han kom til Elverhøj, ville han holde hvil og lagde sig under piletræet	Kande af piletræ	0
pilgrimsrejse	I 1964 tog jeg og en anden nonne på pilgrimsrejse til det Hellige Land	30ernes pilgrimsrejser til Sovjetunionen gik igen i kun lidt ændret skikkelse : til Castros Cuba	0
pille	Vi er flyttet ind i huset den 1. juli .. og startede med at pille alt tapet ned	Børn er vidunderligt nysgerrige og piller gerne ved alt, de kommer i nærheden af	0
pilleæske	Inger Marie ordner pilleæsken, så der er tilmålte portioner morgen, middag og aften hele ugen igennem	Dronningen .. bar en koboltblå pilleæske pyntet med en blomst i blåt, søgrønt og rødt	0
pilsner	Nu skal vi have os en pilsner	leverancerne bestod af pilsner og guldøl	0
pind	Ellers så havde vi ikke noget legetøj, eller også spillede vi pind sådan imellem to mursten	I Østen, hvor man spiser med pinde bruger man som regel glutinøse ris (klæberis	0
pind	det er en erfaren pilot der sidder ved pinden i det tunge Hercules transportfly	hvis sejlene bliver trimmet korrekt, er det muligt at slippe pinden i kortere perioder	0
pind	Pindene skal sidde på langs ad dragen. De tapes fast med tape. Man laver nogle lommer af tapen, der går rundt om pindene	Den stribede bluse med korte gule ærmer strikkes i mellemtykt bomuldsgarn på pinde nr. 4 1/2	0
pind	mændene havde samlet grene og pinde til et bål der kunne holde nattekøligheden på afstand	hun var regnelærerinde for de allermindste. Hun var tynd som en pind	1
pine	Det pinte ham, at Casper ikke svarede på telefonen. Bare der ikke var sket ham et eller andet på vejen hjem fra Sverige	Han bliver pint og plaget med elektriske stød og brændende cigaretter og stillet op ad en mur og skudt ned	0
pioner	Christen Kold var en af pionererne bag friskoler, efterskoler og højskolerne	25 ambulancer fra brandvæsnet og Falck samt redningsvogne med pionerer var hurtigt på ulykkes-stedet	0
pip	Kun enkelte delegerede kom med sporadiske pip om, at tiden nok var inde til at udpege en ny partileder	Reallyde er der nok af i dette billede. Gadestøj. Menneskers snak. Blæsten. Handlendes snak. Hestedroske-tramp .. pip fra fugle	0
pippe	Himlen var blå, og solen skinnede / Fuglene pippede som aldrig før	jow! pipper Knud	0
pirat	Bådflygtningene fra Vietnam er blevet angrebet af pirater på det åbne hav. På den mest oprørende brutale måde er de blevet udplyndret	jo sværere man gør det for pirater at kopiere produkterne, jo sværere bliver det også for de lovlydige kunder at tage produkterne i brug	0
pis	Han lugter ikke mere af ferskner, men af øl og surt pis	så var det jo mig der skulle gøre rent hver evig eneste dag, ikke? og det pis, det gad jeg altså ikke, vel?	0
pisk	han var også helt kronraget, og så havde han sådan en lang pisk i nakken ligesom kineserne	Hans skjorte blev flået af ham, og han blev bundet til en pæl. Så fik han 27 slag af en pisk	0
piskesmæld	Træfældernes advarselsråb og hestedrivernes piskesmæld blev kun overgået af drønet, når en stamme slog mod jorden	Mors spørgsmål kom som et piskesmæld	1
pistol	De otte flykaprere er udrustet med seks pistoler og to rifler samt håndgranater	Som den skadelidte valgte Edvard våben: pistoler, og duellens reglement fastsattes .. : Der skydes på 20 skridts afstand	0
pjalt	Hun var klædt i tynde pjalter og hun rystede af kulde	nazismen var noget, man måtte kæmpe imod. Ellers var man en pjalt. Sådan hørte jeg min fars ord	0
pjaske	Han burde holde sig på landjorden. Ikke desto mindre smed han bukser og jakke og sko og pjaskede ud	Jeg ventede så på linje 11 et kvarter, propfuld blev den, regnen pjaskede	0
placering	Kommunen deltager ikke ved placeringen af børn i den private dagpleje	For de nybyggede savværker var en placering ved vandfaldene nærmest udskibningsstederne den foretrukne	0
placering	jeg håber da at vinde nogle kampe, men spå om min placering eller medalje, tør jeg slet ikke	Undervisningens omfang og placering: 2-årige hf-kurser: 2 ugentlige timer i 1. og 2. semester	0
plade	Jeg er dybt forbavset over, at vi er røget til tops på hitlisten. 40.000 solgte plader på to måneder	Rul dejen ud til en plade, som er ca. 35 gange 40 cm. Den udrullede dej skal være stor nok til, at den kan pakkes om de 2 mørbrad	0
plade	Kan De følge med i ti plader? -- Det kan jeg nemt. -- Vinder De tit? -- Nej	Brudlinien er samlingen mellem to gigantiske plader af jordskorpen, og når de begynder at gnave mod hinanden opstår jordskælvene	0
plade	Det graciøse bord er udstyret med en gennemsigtig plade af råglas	Hun satte en rolig plade på grammofonen og fandt sine cigaretter frem	0
plade	ifølge dansk lovgivning må danske bilister ikke køre her i landet på udenlandske plader	Sæt pladen tilbage i ovnen og bag kagen i yderligere 15 minutter	0
pladespiller	jeg satte en CD på pladespilleren	Hver morgen når jeg vælter ud af sengen, sætter jeg Jimi Hendrix på pladespilleren	0
pladre	Et øjeblik efter pladrede regnen ned, mens tunge, sorte skyer hang over lejren	det går meget godt, men jeg har altså ikke tid til at pladre lige nu	0
plads	der er god plads mellem bordene	Han kan lide at være på det mørke kontor, hvor hver ting har sin bestemte plads	0
plads	skal man være på gravens rand, før der gives plads på plejehjem eller i en beskyttet bolig?	Mange tipper ham en plads som vicepræsident -- hvis han ikke kvajer sig	0
plads	Salen var fyldt til sidste plads, og publikum klappede taknemmeligt	Mit budget skal helst kunne give plads til at rejse	0
plads	Danmark og Sverige besatte de fem første pladser i VM-finalen i speedway	Boldspillet var allerede i fuld gang rundt om på pladsen, og foran telte og campingvogne var der dækket op med brød, kaffe og juice	0
